Barrio_Localidad,CANTIDAD_HURTOS,Domingo,Jueves,Lunes,Martes,Miércoles,Sábado,Viernes,TP27_PERSO,TP9_1_USO,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,Num_Colegios,Num_Cai,Distancia_CAI
FE Y ALEGRIA-KENNEDY,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,922.7807719183792
FERROCAJA-FONTIBÓN,85,9,9,11,17,10,13,16,630.0,274.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.2391652317476
FISCALA ALTA-USME,13,2,1,0,5,2,2,1,171.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1607.0750282228576
FISCALA SECTOR CENTRO-USME,3,0,2,0,1,0,0,0,1479.0,450.0,3.0,43.0,11.0,0.0,0.0,45.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,672.9961098992351
FLANDES-FONTIBÓN,7,0,0,1,1,2,0,3,3657.0,1291.0,5.0,81.0,40.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,413.46566962644056
FLORENCIA-ENGATIVÁ,133,10,22,21,23,21,16,20,5184.0,1935.0,7.0,65.0,12.0,0.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,648.5234403480672
FLORIDA BLANCA-ENGATIVÁ,143,12,25,18,27,20,18,23,17433.0,6258.0,161.0,310.0,189.0,1.0,21.0,4.0,2.0,0.0,0.0,13.0,0.0,5.0,1.0,122.29647024948302
FLORIDA SUR ALTO-CIUDAD BOLÍVAR,2,0,0,2,0,0,0,0,349.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,696.7113805242183
FONTANAR DEL RIO-SUBA,31,3,7,3,4,3,2,9,2480.0,756.0,0.0,7.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,801.6514061395549
FRANCO-FONTIBÓN,68,4,10,12,9,16,10,7,102.0,43.0,47.0,66.0,121.0,0.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,842.8678306961489
GALAN-PUENTE ARANDA,367,24,62,40,67,58,50,66,14816.0,4597.0,41.0,160.0,49.0,0.0,9.0,0.0,1.0,0.0,0.0,8.0,2.0,2.0,0.0,344.4029846767416
GALERIAS-TEUSAQUILLO,859,125,110,75,100,112,198,139,2519.0,1262.0,1.0,149.0,215.0,2.0,5.0,2.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,89.91481651933908
GALICIA-CIUDAD BOLÍVAR,75,4,12,11,16,12,12,8,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.700814916587
GARCES NAVAS-ENGATIVÁ,257,14,57,19,38,42,39,48,21722.0,6991.0,14.0,214.0,163.0,0.0,29.0,3.0,20.0,1.0,0.0,18.0,1.0,8.0,0.0,689.626872525534
GETSEMANI-BOSA,2,0,1,0,0,0,0,1,841.0,198.0,3.0,20.0,11.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,196.92180353508718
GILMAR II-SUBA,11,1,0,2,1,3,2,2,1196.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,873.3428998904205
GILMAR-SUBA,117,9,29,8,15,18,16,22,14.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.4654312077134
GINEBRA NORTE-USAQUÉN,4,0,0,0,1,2,0,1,288.0,166.0,0.0,3.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,174.5472482894542
GINEBRA-USAQUÉN,20,0,4,1,4,3,4,4,307.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,265.3551802084807
GORGONZOLA-PUENTE ARANDA,51,3,7,3,6,12,10,10,196.0,91.0,147.0,9.0,55.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,425.7451870184385
GRAN AMERICA-TEUSAQUILLO,155,13,33,23,22,19,14,31,1749.0,802.0,0.0,17.0,71.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1110.6639063952812
GRAN BRITALIA-BOSA,27,3,7,3,2,2,4,6,1113.0,651.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,603.3174856178869
GRAN BRITALIA-KENNEDY,238,30,38,33,33,31,39,34,23549.0,7592.0,28.0,343.0,60.0,10.0,15.0,21.0,7.0,0.0,0.0,10.0,0.0,8.0,1.0,366.57442129332117
GRAN COLOMBIA-SANTA FE,2,0,0,0,1,1,0,0,592.0,175.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,482.71963585995235
GRAN GRANADA-ENGATIVÁ,189,14,28,28,31,31,20,37,3485.0,1099.0,0.0,14.0,15.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,422.79807539125665
GRAN YOMASA-USME,91,12,16,9,15,10,16,13,4583.0,1440.0,2.0,40.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,743.1505736245039
GRANADA NORTE-SUBA,85,8,11,16,12,17,9,12,1237.0,523.0,1.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.6310301868765
GRANADA SUR-SAN CRISTÓBAL,42,8,7,7,5,5,5,5,4836.0,1322.0,0.0,33.0,38.0,0.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,0.0,742.1844319971128
GRANADA-CHAPINERO,29,2,4,4,7,3,3,6,3482.0,1966.0,2.0,78.0,103.0,0.0,16.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,278.19618738907644
GRANCOLOMBIANO II SECTOR-BOSA,3,0,0,1,0,1,1,0,6912.0,1951.0,4.0,81.0,22.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,199.11553534368431
GRANJAS DE SAN PABLO-RAFAEL URIBE,43,3,3,5,14,6,6,6,167.0,55.0,1.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,608.7391587822873
GRANJAS DE TECHO-FONTIBÓN,75,3,10,14,12,10,12,14,177.0,70.0,60.0,64.0,58.0,0.0,5.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,712.5033096349035
GRATAMIRA-SUBA,60,5,4,6,13,8,15,9,1095.0,379.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,953.6459620068929
GUACAMAYAS III SECTOR-SAN CRISTÓBAL,3,0,0,1,0,0,0,2,863.0,217.0,1.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,718.4610437892671
GUADALUPE-CIUDAD BOLÍVAR,21,1,3,2,1,4,6,4,0.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0281472038337
GUADALUPE-KENNEDY,7,0,3,1,0,0,3,0,358.0,100.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.8446367461371
GUADUAL FONTIBON-FONTIBÓN,16,0,3,2,3,3,2,3,2769.0,924.0,19.0,60.0,36.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,813.5781265136735
GUADUAL-FONTIBÓN,9,0,1,3,0,1,2,2,292.0,121.0,1.0,15.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,831.4001697677379
GUILLERMO NUÑEZ-SUBA,1,0,0,0,0,0,1,0,1955.0,646.0,5.0,4.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.5047067292118
GUIPARMA-RAFAEL URIBE,8,1,1,2,1,1,0,2,419.0,136.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,568.8685898388575
GUSTAVO RESTREPO-RAFAEL URIBE,247,23,37,36,26,44,37,44,13124.0,4206.0,16.0,227.0,47.0,0.0,9.0,4.0,11.0,0.0,0.0,4.0,0.0,4.0,1.0,264.35355209892396
HACIENDA LOS MOLINOS-RAFAEL URIBE,13,1,2,1,2,2,2,3,1956.0,608.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,612.8995517782274
HIPOLITO RESTREPO-USAQUÉN,1,0,1,0,0,0,0,0,1342.0,418.0,3.0,14.0,25.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.7161636570312
HIPOTECHO OCCIDENTAL-KENNEDY,322,42,39,45,40,50,67,39,5990.0,2532.0,20.0,29.0,14.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,579.5555231366986
HOLANDA I SECTOR-BOSA,5,0,0,0,1,1,1,2,387.0,203.0,5.0,52.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,579.1218061550837
HOLANDA-BOSA,7,1,1,0,2,1,1,1,847.0,407.0,8.0,113.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,573.9454950501466
HORIZONTE OCCIDENTE-KENNEDY,1,0,1,0,0,0,0,0,1548.0,524.0,2.0,14.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,754.841628638887
HORIZONTE SALITRE-SUBA,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.7510579436962
HORIZONTES-USAQUÉN,5,0,1,0,0,1,1,2,3073.0,880.0,1.0,54.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,172.3849487459604
HUERTOS DE LA ESTANCIA-SUBA,1,0,0,0,0,0,0,1,291.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,302.05745882110875
HUMBERTO VALENCIA-BOSA,3,0,1,0,0,1,0,1,1172.0,399.0,3.0,32.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,379.4009758693952
IBERIA-SUBA,60,8,10,7,6,11,8,10,1625.0,656.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0777028154372
IBIZA-USAQUÉN,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0273163741629
INDUSTRIAL CENTENARIO-PUENTE ARANDA,154,6,24,31,16,29,27,21,231.0,79.0,149.0,28.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.7359727406774
INES ELVIRA-CIUDAD BOLÍVAR,1,0,0,1,0,0,0,0,662.0,218.0,0.0,16.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.6984483978214
INGEMAR-CHAPINERO,16,6,0,1,0,3,3,3,1487.0,804.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,682.155699166266
INGLES-RAFAEL URIBE,123,14,24,8,20,11,18,28,9118.0,2935.0,70.0,132.0,86.0,0.0,3.0,7.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,403.14825304019644
INTERINDUSTRIAL-FONTIBÓN,4,0,1,0,1,0,1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.4914215948565
INTERNACIONAL-FONTIBÓN,1,0,0,0,0,0,1,0,1854.0,673.0,1.0,32.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,293.21927743261364
ISLA DEL SOL-TUNJUELITO,64,5,7,9,10,9,12,12,11555.0,3515.0,17.0,90.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1478.022607992486
ISLANDIA-BOSA,30,1,0,5,5,8,3,8,2114.0,549.0,0.0,12.0,11.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,809.0118810657001
ISMAEL PERDOMO-CIUDAD BOLÍVAR,180,16,28,27,25,26,26,32,11242.0,3362.0,19.0,385.0,111.0,0.0,19.0,8.0,10.0,0.0,2.0,6.0,0.0,7.0,0.0,1417.196210414488
JACQUELINE-KENNEDY,39,5,5,4,7,5,3,10,5475.0,1527.0,5.0,44.0,15.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,369.2555253967285
JAIME BERMEO-SUBA,8,1,0,1,1,2,2,1,333.0,82.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,535.432349540714
JARDIN NORTE-USAQUÉN,5,1,0,1,1,2,0,0,1973.0,532.0,6.0,27.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,902.2695194171722
JARDINES DE ORIENTE-USAQUÉN,3,1,0,0,1,0,1,0,1429.0,555.0,0.0,5.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,559.8815687168621
JAVA I SECTOR-SUBA,5,2,0,0,0,1,1,1,1591.0,635.0,2.0,80.0,62.0,0.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1125.1496426740837
JAVA II SECTOR-SUBA,2,0,0,1,1,0,0,0,1191.0,398.0,1.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1034.6606974303816
JAZMIN OCCIDENTAL-KENNEDY,9,1,3,2,2,0,1,0,3953.0,1311.0,18.0,26.0,22.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1744.389648935581
JERICO-FONTIBÓN,8,2,0,1,2,2,1,0,631.0,236.0,35.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.5843600724156
JERUSALEN-CIUDAD BOLÍVAR,83,8,8,11,10,15,15,16,10897.0,2852.0,8.0,157.0,56.0,0.0,8.0,1.0,1.0,0.0,0.0,7.0,0.0,3.0,0.0,550.1603968984273
JIMENEZ DE QUESADA-BOSA,97,12,17,14,12,10,16,16,845.0,219.0,1.0,58.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,759.3354118211563
JORGE ELIECER GAITAN-BARRIOS UNIDOS,100,7,12,15,28,8,17,13,3599.0,1259.0,202.0,226.0,210.0,1.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,1057.4139475182317
JORGE GAITAN CORTES-PUENTE ARANDA,27,2,2,6,4,6,4,3,1473.0,493.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,910.0192236693383
JORGE URIBE BOTERO-BOSA,24,4,3,5,1,5,2,4,910.0,266.0,32.0,1.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,900.7812640128195
JOSE ANTONIO GALAN-BOSA,73,11,13,11,6,10,14,8,9343.0,3009.0,18.0,155.0,108.0,0.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,795.7130986267186
JOSE JOAQUIN VARGAS-BARRIOS UNIDOS,144,9,22,12,26,21,25,29,2363.0,914.0,0.0,19.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,758.4783271911116
JUAN JOSE RONDON-CIUDAD BOLÍVAR,49,2,7,3,8,9,8,12,10863.0,2996.0,4.0,28.0,14.0,0.0,5.0,20.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,405.6883018537438
JUAN JOSE RONDON-USME,6,2,1,1,0,1,1,0,747.0,282.0,0.0,2.0,2.0,0.0,3.0,25.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2008.039875374287
JUAN PABLO I-KENNEDY,3,0,0,0,1,1,0,1,280.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.45470873646727
JUAN PABLO II-CIUDAD BOLÍVAR,86,7,13,13,11,11,19,12,8335.0,2664.0,1.0,0.0,3.0,0.0,1.0,24.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,359.6880542819376
JUAN REY-SAN CRISTÓBAL,86,9,14,9,13,15,14,12,6209.0,2370.0,4.0,34.0,12.0,1.0,4.0,103.0,1.0,0.0,0.0,10.0,0.0,2.0,0.0,762.7571582133693
JUAN XXIII-BARRIOS UNIDOS,45,4,8,4,5,5,8,11,1691.0,716.0,38.0,114.0,139.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,803.3466105001502
JUAN XXIII-CHAPINERO,7,0,1,0,1,0,1,4,1240.0,289.0,0.0,19.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.96771021841516
JULIO FLOREZ-SUBA,96,14,20,6,16,13,10,17,1242.0,487.0,5.0,19.0,16.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,681.6222954353793
KASANDRA-FONTIBÓN,15,1,3,2,3,1,3,2,2928.0,972.0,12.0,67.0,26.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2117.382003289647
LA ALAMEDA II SECTOR-CIUDAD BOLÍVAR,1,0,0,0,1,0,0,0,345.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,553.4383618328129
LA ALAMEDA-CIUDAD BOLÍVAR,14,2,4,2,2,2,1,1,69.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.3429644497259
LA ALAMEDA-SANTA FE,211,34,36,23,33,21,28,36,4282.0,2546.0,13.0,162.0,401.0,12.0,8.0,8.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,44.49631318938079
LA ALAMEDA-SUBA,8,0,2,3,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.924443197134
LA ALBORADA-SUBA,22,3,6,1,2,4,2,4,2109.0,801.0,9.0,21.0,27.0,1.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,788.1091307130047
LA ALHAMBRA SECTOR NORTE-SUBA,132,7,23,19,25,16,19,23,2554.0,1160.0,0.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,326.1148229809596
LA ALMERIA-ENGATIVÁ,7,0,1,2,0,2,1,1,1254.0,429.0,5.0,49.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,794.3341960020963
LA ALQUERIA-PUENTE ARANDA,204,13,25,20,42,32,34,38,8110.0,2257.0,49.0,266.0,14.0,0.0,5.0,0.0,2.0,0.0,0.0,12.0,0.0,4.0,1.0,372.22530451489934
LA AMISTAD BOSA-BOSA,44,3,7,4,10,5,3,12,3533.0,860.0,0.0,46.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,526.3138866691692
LA ANDREA-USME,43,3,6,5,10,9,5,5,3590.0,1134.0,0.0,70.0,2.0,0.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,989.2313378620847
LA ASUNCION-PUENTE ARANDA,98,9,28,14,10,11,9,17,4602.0,1606.0,38.0,18.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,509.4911758377793
LA AURORA-BARRIOS UNIDOS,26,0,6,5,6,2,3,4,1836.0,712.0,23.0,60.0,103.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,593.2130420361202
LA AURORA-BOSA,4,0,1,0,2,0,0,1,454.0,83.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,612.2138992066315
LA AURORA-SUBA,24,2,5,1,5,4,4,3,1333.0,469.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.70607474505778
LA BELLEZA-SAN CRISTÓBAL,14,2,2,3,1,4,2,0,3194.0,946.0,0.0,20.0,8.0,0.0,3.0,58.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,784.1387159664108
LA CABAÑA-BOSA,18,2,2,3,5,3,0,3,4142.0,1294.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,797.992229980974
LA CABAÑA-CIUDAD BOLÍVAR,2,0,1,1,0,0,0,0,417.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.5028351024167
LA CABAÑA-ENGATIVÁ,60,6,6,7,8,11,10,12,2735.0,901.0,43.0,11.0,55.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,795.5796044687336
LA CABAÑA-USME,11,2,1,2,3,2,1,0,1303.0,457.0,0.0,5.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,927.9774352954213
LA CABRERA-CHAPINERO,300,48,35,24,24,22,86,61,4370.0,2055.0,3.0,161.0,65.0,0.0,7.0,4.0,3.0,0.0,0.0,8.0,1.0,2.0,1.0,162.2085541463178
LA CALLEJA-USAQUÉN,187,8,42,24,29,37,18,29,3284.0,1385.0,7.0,6.0,29.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,690.8585555452732
LA CAMELIA-PUENTE ARANDA,29,3,4,4,4,5,6,3,3762.0,1266.0,2.0,15.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,672.4339591575665
LA CAMPIÑA II SECTOR-SUBA,9,0,4,1,0,1,2,1,201.0,69.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.5178658198877
LA CAPILLA DE SUBA-SUBA,3,0,0,0,1,1,0,1,237.0,74.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.2328803267677
LA CAPUCHINA-SANTA FE,618,76,90,80,104,78,119,71,2303.0,1202.0,23.0,710.0,398.0,0.0,7.0,2.0,1.0,0.0,0.0,7.0,5.0,0.0,1.0,256.57858323310677
LA CARBONERA II-CIUDAD BOLÍVAR,1,0,0,0,1,0,0,0,160.0,37.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.219303942386
LA CAROLINA-USAQUÉN,65,7,9,11,7,8,11,12,198.0,78.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,714.3062061031236
LA CASTAÑA-SAN CRISTÓBAL,6,0,1,1,1,0,3,0,3050.0,958.0,2.0,30.0,14.0,0.0,2.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,960.9441619832781
LA CASTELLANA OCCIDENTAL-BARRIOS UNIDOS,11,1,1,0,2,2,2,3,1133.0,525.0,14.0,63.0,32.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,696.6318456217145
LA CASTELLANA-BARRIOS UNIDOS,430,30,72,53,63,79,52,81,1945.0,1010.0,6.0,257.0,375.0,0.0,25.0,4.0,1.0,0.0,0.0,21.0,1.0,3.0,0.0,795.456866647978
LA CATEDRAL-CANDELARIA,205,23,25,21,32,33,30,41,1627.0,905.0,0.0,370.0,262.0,0.0,60.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,1.0,230.6463807116391
LA CHUCUA NORTE-SUBA,31,3,3,5,4,10,2,4,639.0,197.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.7109484437498
LA CHUCUA-KENNEDY,30,4,2,4,6,1,4,9,1225.0,349.0,17.0,36.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,514.4700823741437
LA CITA-USAQUÉN,8,0,0,3,1,3,0,1,16.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1288.3132671027627
LA CLARITA-ENGATIVÁ,38,4,6,5,7,6,7,3,2895.0,1007.0,4.0,63.0,54.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,543.0047330543673
LA COLINA CAMPESTRE II SECTOR-SUBA,38,8,4,1,5,9,6,5,351.0,125.0,0.0,56.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,715.637538082067
LA COLMENA-SAN CRISTÓBAL,4,0,0,0,0,1,1,2,1599.0,534.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,572.9484679527674
LA CONCEPCION-BOSA,3,1,0,0,1,0,0,1,1138.0,209.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,481.43769658132385
LA CONCORDIA-CANDELARIA,38,7,6,2,5,8,3,7,586.0,273.0,0.0,51.0,36.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,366.8232891483884
LA CORUÑA-CIUDAD BOLÍVAR,56,6,7,12,7,9,4,11,5224.0,1593.0,2.0,83.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,623.7154330968707
LA CRUZ DE TERREROS-BOSA,2,0,2,0,0,0,0,0,700.0,275.0,10.0,22.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.91746848194174
LA CUMBRE-CIUDAD BOLÍVAR,1,0,0,1,0,0,0,0,438.0,135.0,0.0,0.0,1.0,0.0,2.0,0.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,670.1268243585919
LA ESMERALDA EL RECUERDO-USME,5,0,1,0,3,1,0,0,942.0,301.0,0.0,6.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,643.8141158000692
LA ESMERALDA SUR-CIUDAD BOLÍVAR,1,0,0,1,0,0,0,0,1986.0,618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0131076422285
LA ESMERALDA-BOSA,6,1,0,0,4,0,0,1,665.0,188.0,2.0,3.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,866.3284497693129
LA ESMERALDA-SUBA,14,4,2,2,0,3,2,1,296.0,65.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.4227511157974
